829;Emeterio Ochoa;253
830;Cm. Coloncito;254
831;La Palmita;254
832;Cm. Ureña;255
833;Nueva Arcadia;255
834;Cm. Queniquea;256
835;San Pablo;256
836;Eleazar Lopez Contrera;256
837;Cm. Cordero;257
838;Cm.San Rafael Del Pinal;258
839;Santo Domingo;258
840;Alberto Adriani;258
841;Cm. Capacho Viejo;259
842;Cipriano Castro;259
843;Manuel Felipe Rugeles;259
844;Cm. La Tendida;260
845;Bocono;260
846;Hernandez;260
847;Cm. Seboruco;261
848;Cm. Las Mesas;262
849;Cm. San Jose De Bolivar;263
850;Cm. El Cobre;264
851;Cm. Delicias;265
852;Cm. San Simon;266
853;Cm. San Josecito;267
854;Cm. Umuquena;268
855;Betijoque;269
856;Jose G Hernandez;269
857;La Pueblita;269
858;El Cedro;269
859;Bocono;270
860;El Carmen;270
861;Mosquey;270
862;Ayacucho;270
863;Burbusay;270
864;General Rivas;270
865;Monseñor Jauregui;270
866;Rafael Rangel;270
867;San Jose;270
868;San Miguel;270
869;Guaramacal;270
870;La Vega De Guaramacal;270
871;Carache;271
872;La Concepcion;271
873;Cuicas;271
874;Panamericana;271
875;Santa Cruz;271
876;Escuque;272
877;Sabana Libre;272
878;La Union;272
879;Santa Rita;272
880;Cristobal Mendoza;273
881;Chiquinquira;273
882;Matriz;273
883;Monseñor Carrillo;273
884;Cruz Carrillo;273
885;Andres Linares;273
886;Tres Esquinas;273
887;La Quebrada;274
888;Jajo;274
889;La Mesa;274
890;Santiago;274
891;Cabimbu;274
892;Tuñame;274
893;Mercedes Diaz;275
894;Juan Ignacio Montilla;275
895;La Beatriz;275
896;Mendoza;275
897;La Puerta;275
898;San Luis;275
899;Chejende;276
900;Carrillo;276
901;Cegarra;276
902;Bolivia;276
903;Manuel Salvador Ulloa;276
904;San Jose;276
905;Arnoldo Gabaldon;276
906;El Dividive;277
907;Agua Caliente;277
908;El Cenizo;277
909;Agua Santa;277
910;Valerita;277
911;Monte Carmelo;278
912;Buena Vista;278
913;Sta Maria Del Horcon;278
914;Motatan;279
915;El Baño;279
916;Jalisco;279
917;Pampan;280
918;Santa Ana;280
919;La Paz;280
920;Flor De Patria;280
921;Carvajal;281
922;Antonio N Briceño;281
923;Campo Alegre;281
924;Jose Leonardo Suarez;281
925;Sabana De Mendoza;282
926;Junin;282
927;Valmore Rodriguez;282
928;El Paraiso;282
929;Santa Isabel;283
930;Araguaney;283
931;El Jaguito;283
932;La Esperanza;283
933;Sabana Grande;284
934;Cheregue;284
935;Granados;284
936;El Socorro;285
937;Los Caprichos;285
938;Antonio Jose De Sucre;285
939;Campo Elias;286
940;Arnoldo Gabaldon;286
941;Santa Apolonia;287
942;La Ceiba;287
943;El Progreso;287
944;Tres De Febrero;287
945;Pampanito;288
946;Pampanito Ii;288
947;La Concepcion;288
948;Cm. Aroa;289
949;Cm. Chivacoa;290
950;Campo Elias;290
951;Cm. Nirgua;291
952;Salom;291
953;Temerla;291
954;Cm. San Felipe;292
955;Albarico;292
956;San Javier;292
957;Cm. Guama;293
958;Cm. Urachiche;294
959;Cm. Yaritagua;295
960;San Andres;295
961;Cm. Sabana De Parra;296
962;Cm. Boraure;297
963;Cm. Cocorote;298
964;Cm. Independencia;299
965;Cm. San Pablo;300
966;Cm. Yumare;301
967;Cm. Farriar;302
968;El Guayabo;302
969;General Urdaneta;303
970;Libertador;303
971;Manuel Guanipa Matos;303
972;Marcelino Briceño;303
973;San Timoteo;303
974;Pueblo Nuevo;303
975;Pedro Lucas Urribarri;304
976;Santa Rita;304
977;Jose Cenovio Urribarr;304
978;El Mene;304
979;Santa Cruz Del Zulia;305
980;Urribarri;305
981;Moralito;305
982;San Carlos Del Zulia;305
983;Santa Barbara;305
984;Luis De Vicente;306
985;Ricaurte;306
986;Mons.Marcos Sergio G;306
987;San Rafael;306
988;Las Parcelas;306
989;Tamare;306
990;La Sierrita;306
991;Bolivar;307
992;Coquivacoa;307
993;Cristo De Aranza;307
994;Chiquinquira;307
995;Santa Lucia;307
996;Olegario Villalobos;307
997;Juana De Avila;307
998;Caracciolo Parra Perez;307
999;Idelfonzo Vasquez;307
1000;Cacique Mara;307
1001;Cecilio Acosta;307
1002;Raul Leoni;307
1003;Francisco Eugenio B;307
1004;Manuel Dagnino;307
1005;Luis Hurtado Higuera;307
1006;Venancio Pulgar;307
1007;Antonio Borjas Romero;307
1008;San Isidro;307
1009;Faria;308
1010;San Antonio;308
1011;Ana Maria Campos;308
1012;San Jose;308
1013;Altagracia;308
1014;Goajira;309
1015;Elias Sanchez Rubio;309
1016;Sinamaica;309
1017;Alta Guajira;309
1018;San Jose De Perija;310
1019;Bartolome De Las Casas;310
1020;Libertad;310
1021;Rio Negro;310
1022;Gibraltar;311
1023;Heras;311
1024;M.Arturo Celestino A;311
1025;Romulo Gallegos;311
1026;Bobures;311
1027;El Batey;311
1028;Andres Bello (KM 48);312
1029;Potreritos;312
1030;El Carmelo;312
1031;Chiquinquira;312
1032;Concepcion;312
1033;Eleazar Lopez C;313
1034;Alonso De Ojeda;313
1035;Venezuela;313
1036;Campo Lara;313
1037;Libertad;313
1038;Udon Perez;314
1039;Encontrados;314
1040;Donaldo Garcia;315
1041;Sixto Zambrano;315
1042;El Rosario;315
1043;Ambrosio;316
1044;German Rios Linares;316
1045;Jorge Hernandez;316
1046;La Rosa;316
1047;Punta Gorda;316
1048;Carmen Herrera;316
1049;San Benito;316
1050;Romulo Betancourt;316
1051;Aristides Calvani;316
1052;Raul Cuenca;317
1053;La Victoria;317
1054;Rafael Urdaneta;317
1055;Jose Ramon Yepez;318
1056;La Concepcion;318
1057;San Jose;318
1058;Mariano Parra Leon;318
1059;Monagas;319
1060;Isla De Toas;319
1061;Marcial Hernandez;320
1062;Francisco Ochoa;320
1063;San Francisco;320
1064;El Bajo;320
1065;Domitila Flores;320
1066;Los Cortijos;320
1067;Bari;321
1068;Jesus M Semprun;321
1069;Simon Rodriguez;322
1070;Carlos Quevedo;322
1071;Francisco J Pulgar;322
1072;Rafael Maria Baralt;323
1073;Manuel Manrique;323
1074;Rafael Urdaneta;323
1075;Fernando Giron Tovar;324
1076;Luis Alberto Gomez;324
1077;Parhueña;324
1078;Platanillal;324
1079;Cm. San Fernando De Ataba;325
1080;Ucata;325
1081;Yapacana;325
1082;Caname;325
1083;Cm. Maroa;326
1084;Victorino;326
1085;Comunidad;326
1086;Cm. San Carlos De Rio Neg;327
1087;Solano;327
1088;Cocuy;327
1089;Cm. Isla De Raton;328
1090;Samariapo;328
1091;Sipapo;328
1092;Munduapo;328
1093;Guayapo;328
1094;Cm. San Juan De Manapiare;329
1095;Alto Ventuari;329
1096;Medio Ventuari;329
1097;Bajo Ventuari;329
1098;Cm. La Esmeralda;330
1099;Huachamacare;330
1100;Marawaka;330
1101;Mavaca;330
1102;Sierra Parima;330
1103;San Jose;331
1104;Virgen Del Valle;331
1105;San Rafael;331
1106;Jose Vidal Marcano;331
1107;Leonardo Ruiz Pineda;331
1108;Mons. Argimiro Garcia;331
1109;Mcl.Antonio J De Sucre;331
1110;Juan Millan;331
1111;Pedernales;332
1112;Luis B Prieto Figuero;332
1113;Curiapo;333
1114;Santos De Abelgas;333
1115;Manuel Renaud;333
1116;Padre Barral;333
1117;Aniceto Lugo;333
1118;Almirante Luis Brion;333
1119;Imataca;334
1120;Romulo Gallegos;334
1121;Juan Bautista Arismen;334
1122;Manuel Piar;334
1123;5 De Julio;334
1124;Caraballeda;335
1125;Carayaca;335
1126;Caruao;335
1127;Catia La Mar;335
1128;La Guaira;335
1129;Macuto;335
1130;Maiquetia;335
1131;Naiguata;335
1132;El Junko;335
1133;Pq Raul Leoni;335
1134;Pq Carlos Soublette;335
